questionID,sentence,ChatGPT4_label,label,correct
880,"I'm not sure why I do it, but I want to stop.",,,
880,How can I find the willpower?,,,
881,"This is my recovery, and I don't feel that it is okay for them to ask this.",,,
881,They told me it is policy due to the fact that I may run into a peer there.,,,
881,I am a peer counselor in the small community that I grew up in.,,,
881,I am in recovery myself.,,,
881,I was asked to come work for this organization after I was two years sober (I was in treatment in this organization).,,,
881,I work with mental health peers and run life skill groups.,,,
881,I don't work with substance peers.,,,
882,"For some reason, I look at my phone, and in no time, five hours has passed.",,,
882,"During those five hours, I'm playing games and trying to find out how to make my phone fun to use so I don't feel like I wasted my time trying to improve my phone's performance in my life.",,,
883,I have a relative who is in his twenties.,,,
883,He was in a drug rehabilitation program and got kicked out for using drugs again.,,,
883,No one informed family that he was using drugs again.,,,
883,He subsequently overdosed and was found dead.,,,
883,"Is their accountability of counselors, therapists or the halfway house for not reporting that he had relapsed?",,,
883,Is there a legal case for failing to report?,,,
885,I terminated my counseling relationship with a social worker several years ago.,,,
885,I am now realizing that I would like to begin counseling again.,,,
885,"The social worker¡¯s voicemail message says that he returns calls in 24 hours, but he hasn't called me back.",,,
885,I called him on the weekend and made it clear that I want him to call me back.,,,
885,Can he just ignore me?,,,
887,What do you do when a therapist and a parent drugs a child and makes up lies in order to stop the other parent's custody visitation?,,,
888,They discontinued treatment for no apparent reason after they thought to diagnose me with schizophrenia.,,,
889,I had a dispute with my therapist regarding an appointment cancellation.,,,
889,"Now, she is blocking me from seeing other psychologists at the same clinic (which takes my insurance), which is also where I get my psychiatric services.",,,
889,"There is a strict 48 hour cancellation policy, and my appointments are at 3:00 on Tuesday.",,,
889,I called to cancel at 4:30 the previous Friday.,,,
889,"I was late, so we contacted my doctor to tell her that I would be out of town.",,,
889,She said I could do a phone in session.,,,
889,The thing is we do double sessions.,,,
891,"I think I have depression, anxiety, bipolar disorder, and I have anger issues.",,,
891,I told my mom over and over again.,,,
891,"She told me she would get me a therapist, but she never did.",,,
891,I just found out that my mom can't afford a therapist for me.,,,
892,"I have major depression, severe, PTSD, anxiety disorder, and personality disorder.",,,
892,I had an appointment with my doctor.,,,
892,"I was very upset, and I shared with him about that particular drug.",,,
895,How does a counselor decide when to end counseling sessions or to terminate working with a client?,,,
896,My therapist is gay so there are no sexual issues here.,,,
896,"However, my therapist for six years has made me believe that he cares about me and that we are friends.",,,
896,"I have loaned money to him many times, and he always paid me back.",,,
896,I had a medical emergency last weekend and I was heavily medicated.,,,
896,"I knew that this therapist came into my home and wrote down my credit card information so he could pay back what he owed me, but this therapist dropped me off and never came again.",,,
896,I don't know what to do.,,,
897,I just wanted to get to know one so I can hear about their college experience and the courses they took.,,,
897,I also wanted to know if they enjoy their job and how long they were in school.,,,
898,"I am an international student, and it is my first semester in graduate school in the United States.",,,
898,"I faced a cultural shock, and I was so depressed when I arrived here.",,,
898,My counselor in the university was my savior.,,,
898,He helped me a great deal.,,,
898,Now I am going back to my country for a vacation.,,,
898,"I was thinking to get him something special with my country's name on it, and I remembered that he likes wine.",,,
898,My country is known for that.,,,
898,Is it appropriate to give him wine as a gift after Christmas?,,,
900,I have an eating disorder of binging.,,,
900,I've had gastric sleeve surgery.,,,
900,"I need help with issues of abuse as a child, addiction, and abusive men.",,,
900,I have been in therapy for five months and get no feedback from my therapist.,,,
901,I'm worried I should see a therapist due to past events and current mental status.,,,
901,I'm just so unsure of how to ask my doctor about seeing someone.,,,
902,I need help dealing with stress.,,,
902,How can I handle it all and feel less stressed out?,,,
903,I need help knowing how to deal with stress.,,,
903,What can I do?,,,
904,I'm in my late 20s.,,,
904,"I have two jobs right now, I'm in school, and I feel like I just have a lot under my belt right now.",,,
904,I get stressed out really easily.,,,
904,I tend to worry and over-think.,,,
904,I'm just worried about money and everything.,,,
906,"Is it a type of fetish, or is it normal?",,,
908,"I am a young adult, and I was sexually assaulted by an older man when I was a teenager (which has really intensified the guilt/shame).",,,
908,"However, I've been attracted to much older men since I was even younger than that.",,,
909,I have been experiencing a lot of sexual tension with a lot of the guys that I talk to nowadays.,,,
909,I keep imagining having sex with them.,,,
909,"I have never had sex before, nor have I had a boyfriend.",,,
909,I feel lonely and empty.,,,
909,"I feel like my body is not okay, and I am missing something.",,,
909,"I talk to so many boys in school, and I always fantasize about half of them.",,,
909,"I want this feeling to stop because it is interfering with my time to study since most of the time, I am busy thinking about sex.",,,
910,"Back in high school, my friend and I used to masturbate around each other.",,,
910,I hate even talking about it now because it's so weird.,,,
910,We didn't even realize how messed up it was at the time.,,,
910,"One time, it escalated and we ended up doing it for each other.",,,
910,"It wasn't supposed to be a gay thing, but it sure sounds like it now that I talk about it.",,,
910,I pushed this away until it recently came up in my head again.,,,
